municipio_id,municipio_nome,uf_sigla,conjuntos_necessarios,conjuntos_com_peso,conjuntos_sem_peso,n_conjuntos_necessarios,n_conjuntos_com_peso,motivo_nivel4,distribuidoras_conjuntos_sem_peso,distribuidora_identificada,bdgd_catalogo_verificado,bdgd_disponivel,bdgd_baixada,bdgd_vintage,evidencia_catalogo
4103909,Campina da Lagoa,PR,14647|16760|16768|16776,16776,14647|16760|16768,4,1,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4103958,Campina do Simão,PR,14632|14642|16770|16785,14632|16770,14642|16785,4,2,bdgd_oficial_nao_disponivel,COPEL-DIS|ESS,True,True,False,False,2024-12-31,"Item oficial ANEEL localizado, baixado e validado. || Consulta ArcGIS oficial orgId J5unWNi0P2dwjI3y por 'ESS' retornou 3 itens, sem File Geodatabase 2024/2023 aplicável."
4104055,Campo Bonito,PR,16760|16768|16776,16768|16776,16760,3,2,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4104253,Campo Magro,PR,15563|15952|15970,15563|15952,15970,3,2,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4104428,Candói,PR,14642|15946|15967|16770|16785,14642|15946,15967|16770|16785,5,2,bdgd_oficial_nao_disponivel,COPEL-DIS|ESS,True,True,False,False,2024-12-31,"Item oficial ANEEL localizado, baixado e validado. || Consulta ArcGIS oficial orgId J5unWNi0P2dwjI3y por 'ESS' retornou 3 itens, sem File Geodatabase 2024/2023 aplicável."
4104659,Carambeí,PR,14624|14678|15574|15929,14624|14678|15574,15929,4,3,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4105300,Céu Azul,PR,14668|14683|15570,14668|14683,15570,3,2,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4105904,Colorado,PR,14435|14666|15458|15945,14666|15945,14435|15458,4,2,bdgd_investigada_sem_celula_municipio_conjunto,COPREL|ELETROCAR,True,True,True,True,2023-12-31|2024-12-31,"Item oficial ANEEL localizado, baixado e validado. || Item oficial ANEEL localizado, baixado e validado."
4106506,Coronel Vivida,PR,4536|15919|15939|15967,15919|15939|15967,4536,4,3,bdgd_oficial_nao_disponivel,PACTO ENERGIA PR,True,True,False,False,,"Consulta ArcGIS oficial orgId J5unWNi0P2dwjI3y por 'Pacto Energia' retornou 0 itens, sem File Geodatabase 2024/2023 aplicável."
4106704,Cruzeiro do Sul,PR,14666|15945|15963,15945|15963,14666,3,2,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4106902,Curitiba,PR,14592|15563|15564|15567|15578|15579|15581|15921|15922|15923|15924|15925|15938|15948|15951|15954|15955|15956|15957|15969|15971|15972|15974|16754|16758|16759|16762|16765|16766|16767|16771|16773|16774|16775,14592|15563|15564|15567|15578|15579|15581|15922|15923|15925|15948|15951|15954|15955|15956|15957|15969|15971|15972|15974|16754|16758|16759|16762|16765|16766|16767|16771|16773|16774|16775,15921|15924|15938,34,31,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4107009,Curiúva,PR,15929|15940|15953|15958|15966,15940,15929|15953|15958|15966,5,1,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4107256,Douradina,PR,15571|15572,15571,15572,2,1,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4107504,Engenheiro Beltrão,PR,14672|14682|15943|15964,14672|14682,15943|15964,4,2,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4107652,Fazenda Rio Grande,PR,15924|15938|15956|16773|16774,15924|15938|15956|16773,16774,5,4,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4107801,Floraí,PR,15933|15945|15963,15933|15963,15945,3,2,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4108106,Flórida,PR,14666|14698|15963,14666,14698|15963,3,1,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4108205,Formosa do Oeste,PR,16756|16760,16756,16760,2,1,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4108452,Foz do Jordão,PR,15946|15967,15946,15967,2,1,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4108502,General Carneiro,PR,15927|16819,15927,16819,2,1,bdgd_investigada_sem_celula_municipio_conjunto,CELESC,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4108601,Goioerê,PR,14656|16756,14656,16756,2,1,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4108650,Goioxim,PR,14632|14642|16770,14632|14642,16770,3,2,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4108957,Guamiranga,PR,15565|15947|16770,15947|16770,15565,3,2,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4109401,Guarapuava,PR,14619|14632|14642|15565|15946|16770|16785|16786|16787,14619|14632|14642|15565|16770,15946|16785|16786|16787,9,5,bdgd_oficial_nao_disponivel,COPEL-DIS|ESS,True,True,False,False,2024-12-31,"Item oficial ANEEL localizado, baixado e validado. || Consulta ArcGIS oficial orgId J5unWNi0P2dwjI3y por 'ESS' retornou 3 itens, sem File Geodatabase 2024/2023 aplicável."
4109609,Guaratuba,PR,14583|14600|14644|14657|14686|16808,14583|14600|14644|14657|14686,16808,6,5,bdgd_investigada_sem_celula_municipio_conjunto,CELESC,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4110201,Inácio Martins,PR,14619|14627|15565|15959|16770|16786,14619|14627|15565|15959,16770|16786,6,4,bdgd_oficial_nao_disponivel,COPEL-DIS|ESS,True,True,False,False,2024-12-31,"Item oficial ANEEL localizado, baixado e validado. || Consulta ArcGIS oficial orgId J5unWNi0P2dwjI3y por 'ESS' retornou 3 itens, sem File Geodatabase 2024/2023 aplicável."
4110508,Ipiranga,PR,15565|15574|15947|15958,15574|15947|15958,15565,4,3,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4110706,Irati,PR,14627|15565|15947|16770,14627|15565|15947,16770,4,3,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4111100,Itambé,PR,15943|15964|16757|16772,15943|15964|16772,16757,4,3,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4111407,Ivaí,PR,15565|15947|15958|16770,15947|15958|16770,15565,4,3,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4111704,Jaboti,PR,15966|16780,15966,16780,2,1,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4111902,Jaguapitã,PR,14626|14659|14698|16761,14626|14659|14698,16761,4,3,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4112009,Jaguariaíva,PR,12637|14678|15941|15953|16780,12637|14678|15941|16780,15953,5,4,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4112504,Jardim Alegre,PR,14653|16757,14653,16757,2,1,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4113007,Jussara,PR,14672|15943,14672,15943,2,1,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4113254,Laranjal,PR,14632|16776,16776,14632,2,1,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4113452,Lindoeste,PR,14628|14668|16768,14628|14668,16768,3,2,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4113601,Lobato,PR,14666|14698|15945,14666|14698,15945,3,2,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4113700,Londrina,PR,14626|14650|14662|14671|14696|15585|15930|15932|15935|15936|15961|15965|16755|16761|16763,14650|14662|14671|14696|15585|15930|15932|15935|15936|15961|15965|16755|16761|16763,14626,15,14,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4114203,Mandaguari,PR,15964|16755|16764|16772,15964|16755|16764,16772,4,3,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4114302,Mandirituba,PR,14600|14633|15924|15938|15956,14600|14633|15938|15956,15924,5,4,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4114807,Marialva,PR,14621|15933|15937|15943|15964|16764|16772,14621|15937|15943|15964|16764,15933|16772,7,5,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4115101,Mariluz,PR,14656|15571|16756,14656|15571,16756,3,2,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4116109,Moreira Sales,PR,14656|15571,14656,15571,2,1,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4116901,Nova Esperança,PR,14634|15933|15945|15963,14634|15945|15963,15933,4,3,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4117222,Nova Santa Rosa,PR,14636|14645|15928,14636|14645,15928,3,2,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4117271,Nova Tebas,PR,14582|14647|16757,14582|14647,16757,3,2,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4117305,Ortigueira,PR,14650|14653|14662|15929|15940|15958,14650|14653|14662|15929|15958,15940,6,5,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4117602,Palmas,PR,14637|14676|15927|16819,14637|14676|15927,16819,4,3,bdgd_investigada_sem_celula_municipio_conjunto,CELESC,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4117800,Palmital,PR,14632|14642|14647|16776,14632|14642,14647|16776,4,2,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4117909,Palotina,PR,14636|15928|16756,14636|16756,15928,3,2,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4118303,Paranapoema,PR,14666|15945,14666,15945,2,1,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4119152,Pinhais,PR,14581|15922|15923|15954|16775,14581|15922|15923,15954|16775,5,3,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4119202,Pinhalão,PR,15953|15966|16780,15966|16780,15953,3,2,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4119400,Piraí do Sul,PR,12637|14678|15929|15941|15953,12637|14678|15953,15929|15941,5,3,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4119905,Ponta Grossa,PR,14624|14638|14680|14694|15573|15574|15947,14624|14638|14680|14694|15573|15574,15947,7,6,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4120150,Porto Barreiro,PR,14642|15946|15967,14642,15946|15967,3,1,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4120333,Prado Ferreira,PR,14659|16761,14659,16761,2,1,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4120655,Quarto Centenário,PR,14656|16756|16760|16776,14656,16756|16760|16776,4,1,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4120903,Quedas do Iguaçu,PR,14629|15939,14629,15939,2,1,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4121703,Reserva,PR,14632|14653|15929|15947|15958,14632|14653|15958,15929|15947,5,3,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4121901,Ribeirão do Pinhal,PR,14665|14697|15940,14665|14697,15940,3,2,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4122107,Rio Bom,PR,14662|16755,14662,16755,2,1,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4122156,Rio Bonito do Iguaçu,PR,14642|15939|15967,14642|15939,15967,3,2,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4122651,Rosário do Ivaí,PR,14653|15958,14653,15958,2,1,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4122701,Sabáudia,PR,14698|15585|16755|16764,14698|15585|16755,16764,4,3,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4123501,Santa Helena,PR,14645|15569|15570|15928,14645|15569,15570|15928,4,2,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4124608,São Carlos do Ivaí,PR,14634|15933|15943|15945|15963,14634|15933|15945|15963,15943,5,4,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4124707,São Jerônimo da Serra,PR,14650|14699|15940|15958,14650|14699|15940,15958,4,3,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4125100,São João do Triunfo,PR,14627|14638|14687|15565,14638|14687|15565,14627,4,3,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4125308,São Jorge do Ivaí,PR,14672|15933|15943|15945|15963|16772,14672|15933|15943|15963,15945|16772,6,4,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4125407,São José da Boa Vista,PR,12637|15953|16780,15953|16780,12637,3,2,bdgd_investigada_sem_celula_municipio_conjunto,CERAL-DIS,True,True,True,True,2024-12-31,Consulta oficial ArcGIS encontrou Ceral-Dis_4248_2024-12-31_V11_20250704-1437; ZIP baixado e validado.
4125506,São José dos Pinhais,PR,14588|14591|14600|15921|15922|15938|15951|15972|16759|16773|16775,14588|14591|14600|15921|15938|15951|15972|16759|16773|16775,15922,11,10,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4125704,São Miguel do Iguaçu,PR,15570|15577,15570,15577,2,1,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4125753,São Pedro do Iguaçu,PR,14668|14683|15928|15968|16768,14668|14683|15928,15968|16768,5,3,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4125803,São Pedro do Ivaí,PR,15964|16757|16772,16772,15964|16757,3,1,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4126108,São Tomé,PR,14672|15933|15943|15945,14672,15933|15943|15945,4,1,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4126207,Sapopema,PR,14699|15940|15958,14699|15940,15958,3,2,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4126256,Sarandi,PR,14435|14621|15457|15937|15964,14621|15937|15964,14435|15457,5,3,bdgd_investigada_sem_celula_municipio_conjunto,COPREL|ELETROCAR,True,True,True,True,2023-12-31|2024-12-31,"Item oficial ANEEL localizado, baixado e validado. || Item oficial ANEEL localizado, baixado e validado."
4126306,Sengés,PR,15941|15953|16780,15941|16780,15953,3,2,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4126504,Sertanópolis,PR,14665|14696,14696,14665,2,1,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4126678,Tamarana,PR,14650|14662|15958,14650|14662,15958,3,2,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4126801,Tapejara,PR,14672|15457|15571,14672|15571,15457,3,2,incompatibilidade_vintage_2024_2025,COPREL,True,True,True,True,2023-12-31,"Item oficial ANEEL localizado, baixado e validado."
4127007,Teixeira Soares,PR,15565|15574|15947,15565|15947,15574,3,2,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4127106,Telêmaco Borba,PR,15929|15940|15953|15958,15929|15953|15958,15940,4,3,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4127205,Terra Boa,PR,14672|14682|15943,14672|14682,15943,3,2,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4127502,Tibagi,PR,15565|15574|15929|15947|15958,15574|15929|15947|15958,15565,5,4,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4127601,Tijucas do Sul,PR,14588|14600|14633,14600|14633,14588,3,2,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4127858,Três Barras do Paraná,PR,14628|14629|15939,14628|14629,15939,3,2,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4128005,Ubiratã,PR,14656|16760|16776,14656|16776,16760,3,2,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4128534,Ventania,PR,14678|15929|15940|15953|15966,15929|15940|15953,14678|15966,5,3,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4128559,Vera Cruz do Oeste,PR,14668|14683|15569|15928,14683|15569,14668|15928,4,2,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4128609,Verê,PR,14658|15919|15939,14658|15939,15919,3,2,bdgd_investigada_sem_celula_municipio_conjunto,COPEL-DIS,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4200101,Abelardo Luz,SC,13109|13426|13448,13426|13448,13109,3,2,bdgd_investigada_sem_celula_municipio_conjunto,DCELT,True,True,True,True,2024-12-31,Consulta oficial ArcGIS encontrou Dcelt_87_2024-12-31_V11_20250804-1815; ZIP baixado e validado.
4200200,Agrolândia,SC,13438|16812,13438,16812,2,1,bdgd_investigada_sem_celula_municipio_conjunto,CELESC,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4200507,Águas de Chapecó,SC,13300|16042|16822,16042|16822,13300,3,2,bdgd_investigada_sem_celula_municipio_conjunto,CELESC,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4201208,Antônio Carlos,SC,13435|15560,15560,13435,2,1,bdgd_investigada_sem_celula_municipio_conjunto,CELESC,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4201257,Apiúna,SC,13345|16052|16812,13345|16052,16812,3,2,bdgd_investigada_sem_celula_municipio_conjunto,CELESC,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4201307,Araquari,SC,12482|13265|13331|16047|16048,13265|13331|16047|16048,12482,5,4,bdgd_investigada_sem_celula_municipio_conjunto,CERSUL,True,True,True,True,2024-12-31,Consulta oficial ArcGIS encontrou Cersul_5368_2024-12-31_V11_20250923-0734; ZIP baixado e validado.
4201406,Araranguá,SC,13398|14768|16037|16827|16828,13398|14768|16037|16827,16828,5,4,bdgd_investigada_sem_celula_municipio_conjunto,CELESC,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4201950,Balneário Arroio do Silva,SC,16037|16800|16801|16827,16037|16827,16800|16801,4,2,bdgd_investigada_sem_celula_municipio_conjunto,CELESC,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4202107,Barra Velha,SC,15591|16810,15591,16810,2,1,bdgd_investigada_sem_celula_municipio_conjunto,CELESC,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4202305,Biguaçu,SC,13435|15560|16800|16801,13435|15560|16800,16801,4,3,bdgd_investigada_sem_celula_municipio_conjunto,CELESC,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4202875,Brunópolis,SC,13293|16816,16816,13293,2,1,bdgd_investigada_sem_celula_municipio_conjunto,CELESC,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4204400,Coronel Freitas,SC,13109|13300|13413|16822,13300|13413|16822,13109,4,3,bdgd_investigada_sem_celula_municipio_conjunto,DCELT,True,True,True,True,2024-12-31,Consulta oficial ArcGIS encontrou Dcelt_87_2024-12-31_V11_20250804-1815; ZIP baixado e validado.
4204509,Corupá,SC,13307|13420,13307,13420,2,1,bdgd_investigada_sem_celula_municipio_conjunto,CELESC,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4204608,Criciúma,SC,12480|12482|13318|13398|13432|15443|15444|15445|16825|16826,12480|13318|13398|13432|15443|15444|15445|16825|16826,12482,10,9,bdgd_investigada_sem_celula_municipio_conjunto,CERSUL,True,True,True,True,2024-12-31,Consulta oficial ArcGIS encontrou Cersul_5368_2024-12-31_V11_20250923-0734; ZIP baixado e validado.
4204905,Descanso,SC,16042|16823,16823,16042,2,1,bdgd_investigada_sem_celula_municipio_conjunto,CELESC,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4205100,Dona Emma,SC,13414|16052|16053|16054,16054,13414|16052|16053,4,1,bdgd_investigada_sem_celula_municipio_conjunto,CELESC,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4205159,Doutor Pedrinho,SC,13447|16658|16809|16811,13447|16658|16811,16809,4,3,bdgd_investigada_sem_celula_municipio_conjunto,CELESC,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4205191,Ermo,SC,12478|12482|16037|16802|16827,12478|12482,16037|16802|16827,5,2,bdgd_investigada_sem_celula_municipio_conjunto,CELESC,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4205308,Faxinal dos Guedes,SC,13109|13314,13314,13109,2,1,bdgd_investigada_sem_celula_municipio_conjunto,DCELT,True,True,True,True,2024-12-31,Consulta oficial ArcGIS encontrou Dcelt_87_2024-12-31_V11_20250804-1815; ZIP baixado e validado.
4205431,Formosa do Sul,SC,13413|13426,13413,13426,2,1,bdgd_investigada_sem_celula_municipio_conjunto,CELESC,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4205902,Gaspar,SC,13274|13281|13325|16810|16813,13274|13325|16810|16813,13281,5,4,bdgd_investigada_sem_celula_municipio_conjunto,CELESC,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4206009,Governador Celso Ramos,SC,13327|13435|15560|16800|16801,13327|13435|15560|16800,16801,5,4,bdgd_investigada_sem_celula_municipio_conjunto,CELESC,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4206504,Guaramirim,SC,13329|13331|13384|13430|16806|16810,13329|13331|16806,13384|13430|16810,6,3,bdgd_investigada_sem_celula_municipio_conjunto,CELESC,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
4206652,Guatambú,SC,13299|13300|16042,13300|16042,13299,3,2,bdgd_investigada_sem_celula_municipio_conjunto,CELESC,True,True,True,True,2024-12-31,"Item oficial ANEEL localizado, baixado e validado."
